count,hybrid_mask
1,?u?u?l?w3?d?d?d?d?d
1,?u?u?l?w2?w3?w3
1,?u?u?l?w2?w3?s
1,?u?u?l?w2?w3?d?d
1,?u?u?l?w2?w2?s
1,?u?u?l?w2?w2?d?d
1,?u?u?l?w2?w2?d
1,?u?u?l?w2?u?w4?w3
1,?u?u?l?w2?u?w2?u?u?s?s
1,?u?u?l?w2?u?w2?s
1,?u?u?l?w2?u?w2
1,?u?u?l?w2?u?u?w1
1,?u?u?l?w2?u?u?u?d
1,?u?u?l?w2?u?u?l?l?l?l
1,?u?u?l?w2?u?u?l?l
1,?u?u?l?w2?u?u?l?d?d?d?d
1,?u?u?l?w2?u?u?d
1,?u?u?l?w2?u?d
1,?u?u?l?w2?s?s?d?d?d?d
1,?u?u?l?w2?s?s?d
1,?u?u?l?w2?s?l?d?d
1,?u?u?l?w2?s?l?d
1,?u?u?l?w2?s?d
1,?u?u?l?w2?l?w2?d?d
1,?u?u?l?w2?l?u?w4
1,?u?u?l?w2?l?u
1,?u?u?l?w2?l?l?s
1,?u?u?l?w2?l?l?l?l?d?d
1,?u?u?l?w2?l?l?l?d
1,?u?u?l?w2?l?l?d?d
1,?u?u?l?w2?l?d?l
1,?u?u?l?w2?l?d?d?d?d
1,?u?u?l?w2?l?d
1,?u?u?l?w2?d?w3?d?d
1,?u?u?l?w2?d?w2?l
1,?u?u?l?w2?d?w2
1,?u?u?l?w2?d?u?l?u?d?d
1,?u?u?l?w2?d?u?d?d?d?d
1,?u?u?l?w2?d?s
1,?u?u?l?w2?d?l
1,?u?u?l?w2?d?d?l?l?s
1,?u?u?l?w2?d?d?d?d?s?s
1,?u?u?l?w2?d?d?d?d?d?s?s
1,?u?u?l?w2?d?d?d?d?d?d?d
1,?u?u?l?w2?d?d?d?d?d?d
1,?u?u?l?w2?d?d?d?d?d
1,?u?u?l?w1?w2
1,?u?u?l?w1?w1
1,?u?u?l?w1?s?d
1,?u?u?l?w1?s
1,?u?u?l?w1?l?l
1,?u?u?l?w1?l
1,?u?u?l?w1?d?d?s?s
1,?u?u?l?w1?d?d?d?w1?w3
1,?u?u?l?w1?d
1,?u?u?l?u?w3?s?d
1,?u?u?l?u?w2?w3
1,?u?u?l?u?w2?w2
1,?u?u?l?u?w2?u?u?d?d
1,?u?u?l?u?w2?u?u
1,?u?u?l?u?w2?u?l?l
1,?u?u?l?u?w2?l?d
1,?u?u?l?u?w2?l
1,?u?u?l?u?u?w3
1,?u?u?l?u?u?w2?w4
1,?u?u?l?u?u?w2?w2
1,?u?u?l?u?u?w2?d?d
1,?u?u?l?u?u?u?w3
1,?u?u?l?u?u?u?w2
1,?u?u?l?u?u?u?u?u?w2?w2
1,?u?u?l?u?u?u?u?s
1,?u?u?l?u?u?u?u?l?l?d?d
1,?u?u?l?u?u?u?u?l?l?d
1,?u?u?l?u?u?u?u?l?d?d
1,?u?u?l?u?u?u?u?l
1,?u?u?l?u?u?u?u?d?u?u
1,?u?u?l?u?u?u?u?d
1,?u?u?l?u?u?u?s
1,?u?u?l?u?u?u?l?w2?w3?u
1,?u?u?l?u?u?u?l?u?w1
1,?u?u?l?u?u?u?l?u?u?l
1,?u?u?l?u?u?u?l?u?u
1,?u?u?l?u?u?u?l?u?l?d
1,?u?u?l?u?u?u?l?u
1,?u?u?l?u?u?u?l?s
1,?u?u?l?u?u?u?l?l
1,?u?u?l?u?u?u?l?d?d
1,?u?u?l?u?u?u?l?d
1,?u?u?l?u?u?u?d?u?u?d
1,?u?u?l?u?u?u?d?u
1,?u?u?l?u?u?u?d?l?l
1,?u?u?l?u?u?u?d?l?d?l
1,?u?u?l?u?u?u?d?d?d
1,?u?u?l?u?u?s?w2
1,?u?u?l?u?u?s?w1
1,?u?u?l?u?u?s?u?u?l?u?u
1,?u?u?l?u?u?s?u
1,?u?u?l?u?u?s?s?w2
1,?u?u?l?u?u?s?s?d?s?s
1,?u?u?l?u?u?s?s
1,?u?u?l?u?u?s?d?d
1,?u?u?l?u?u?s
1,?u?u?l?u?u?l?w3
1,?u?u?l?u?u?l?u?u?u?u
1,?u?u?l?u?u?l?u?u?u?l
1,?u?u?l?u?u?l?u?u?u
1,?u?u?l?u?u?l?u?u?s?d
1,?u?u?l?u?u?l?u?u?l?u?u?l?d
1,?u?u?l?u?u?l?u?u?l?u?u?d?d
1,?u?u?l?u?u?l?u?u?l?l?d?d
1,?u?u?l?u?u?l?u?u?l?d
1,?u?u?l?u?u?l?u?u?l
1,?u?u?l?u?u?l?u?s?s
1,?u?u?l?u?u?l?u?s?d?d
1,?u?u?l?u?u?l?u?s
1,?u?u?l?u?u?l?u?l?u?l?u?l
1,?u?u?l?u?u?l?u?l?u?l
1,?u?u?l?u?u?l?u?l?s?d
1,?u?u?l?u?u?l?u?l?l?l?s
1,?u?u?l?u?u?l?u?l?d?d
1,?u?u?l?u?u?l?u?d?l?l?u
1,?u?u?l?u?u?l?u?d
1,?u?u?l?u?u?l?s?u?l?u?u?l
1,?u?u?l?u?u?l?s?d
1,?u?u?l?u?u?l?s
1,?u?u?l?u?u?l?l?u?u?w4
1,?u?u?l?u?u?l?l?u?l
1,?u?u?l?u?u?l?l?u?d?d
1,?u?u?l?u?u?l?l?l?u?l
1,?u?u?l?u?u?l?l?b?b?d?d
1,?u?u?l?u?u?l?d?w3
1,?u?u?l?u?u?l?d?u?u?u
1,?u?u?l?u?u?l?d?u
1,?u?u?l?u?u?l?d?l
1,?u?u?l?u?u?l?d?d?d?d?d?d?d
1,?u?u?l?u?u?l?d?d?d?b?b
1,?u?u?l?u?u?d?w4?u?u?u?u
1,?u?u?l?u?u?d?w2
1,?u?u?l?u?u?d?u?u?l?u?u
1,?u?u?l?u?u?d?u?u
1,?u?u?l?u?u?d?u?l?u?u?u?l?u?d?d
1,?u?u?l?u?u?d?u?l
1,?u?u?l?u?u?d?u?d?l?d
1,?u?u?l?u?u?d?u?d
1,?u?u?l?u?u?d?u
1,?u?u?l?u?u?d?l?u?u?l?d
1,?u?u?l?u?u?d?l?u?l
1,?u?u?l?u?u?d?l?u
1,?u?u?l?u?u?d?l?l?d
1,?u?u?l?u?u?d?l?l
1,?u?u?l?u?u?d?d?u?l?d?d?d?d
1,?u?u?l?u?u?d?d?l?d
1,?u?u?l?u?u?d?d?d?d?w2
1,?u?u?l?u?u?d?d?d?d?d?d?d
1,?u?u?l?u?s?w4?d?d?d
1,?u?u?l?u?s?w4
1,?u?u?l?u?s?w3?s?d?d
1,?u?u?l?u?s?w2
1,?u?u?l?u?s?u?s
1,?u?u?l?u?s?u?l?u?u
1,?u?u?l?u?s?u?l?u
1,?u?u?l?u?s?u
1,?u?u?l?u?s?s?s
1,?u?u?l?u?s?s?l?d
1,?u?u?l?u?s?s
1,?u?u?l?u?s?l?d?l?l
1,?u?u?l?u?s?d?d?d?d
1,?u?u?l?u?s?d
1,?u?u?l?u?l?w3?l?u
1,?u?u?l?u?l?w3?d?d?w2
1,?u?u?l?u?l?w1?s
1,?u?u?l?u?l?u?w2?l?w2?l
1,?u?u?l?u?l?u?u?u?u?l?l?l
1,?u?u?l?u?l?u?u?u?d?u?d
1,?u?u?l?u?l?u?u?u
1,?u?u?l?u?l?u?u?l?u?u?l?u?l?u
1,?u?u?l?u?l?u?u?l?u?s?s?s?s
1,?u?u?l?u?l?u?u?l?u
1,?u?u?l?u?l?u?u?d?d
1,?u?u?l?u?l?u?u?d
1,?u?u?l?u?l?u?s?s
1,?u?u?l?u?l?u?s?d?d?d
1,?u?u?l?u?l?u?l?w3
1,?u?u?l?u?l?u?l?w2?l?d
1,?u?u?l?u?l?u?l?u?u?l?u?w3
1,?u?u?l?u?l?u?l?u?u?l?l?u?w2
1,?u?u?l?u?l?u?l?u?u
1,?u?u?l?u?l?u?l?u?l?u?u?u?w2?u
1,?u?u?l?u?l?u?l?u?l?u?l?u?s
1,?u?u?l?u?l?u?l?u?l?u
1,?u?u?l?u?l?u?l?u?l?l?w4
1,?u?u?l?u?l?u?l?u?l?l?d
1,?u?u?l?u?l?u?l?u?l?l
1,?u?u?l?u?l?u?l?u?l?d?d
1,?u?u?l?u?l?u?l?u?d?l
1,?u?u?l?u?l?u?l?u
1,?u?u?l?u?l?u?l?l?l?u?l?d?d
1,?u?u?l?u?l?u?l?l?l?u?d?l?l?l?l
1,?u?u?l?u?l?u?l?l?d?d
1,?u?u?l?u?l?u?l?l?d
1,?u?u?l?u?l?u?l?d?d
1,?u?u?l?u?l?u?d?u?u
1,?u?u?l?u?l?u?d?u?d?d?l
1,?u?u?l?u?l?u?d?l
1,?u?u?l?u?l?u?d?d?s?s
1,?u?u?l?u?l?u?d?d?d?u?l?d?d
1,?u?u?l?u?l?u?d?d?d?d?d
1,?u?u?l?u?l?s?s
1,?u?u?l?u?l?s?l?w1?s?s
1,?u?u?l?u?l?s?l
1,?u?u?l?u?l?s?d?d?s
1,?u?u?l?u?l?l?u?u?l?u?l?l?u
1,?u?u?l?u?l?l?u?u?l
1,?u?u?l?u?l?l?u?u
1,?u?u?l?u?l?l?u?l?u?l?u?l?u?l?u?l
1,?u?u?l?u?l?l?u?l?s?s?d?d
1,?u?u?l?u?l?l?u?l?s?s
1,?u?u?l?u?l?l?u?l?l
1,?u?u?l?u?l?l?u?l
1,?u?u?l?u?l?l?u?d?l?u?l
1,?u?u?l?u?l?l?u?d?d?w4
1,?u?u?l?u?l?l?l?l?l?w2
1,?u?u?l?u?l?l?l?l?l?l
1,?u?u?l?u?l?l?l?l?d?d
1,?u?u?l?u?l?l?l?d?d?d?d
1,?u?u?l?u?l?l?d?u?l?u?u?u?u?l?d?d?d
1,?u?u?l?u?l?l?d?d?d?d?l
1,?u?u?l?u?l?d?w2
1,?u?u?l?u?l?d?u?d?d
1,?u?u?l?u?l?d?u
1,?u?u?l?u?l?d?s
1,?u?u?l?u?l?d?l?u?l?d?d
1,?u?u?l?u?l?d?l?l?l?d
1,?u?u?l?u?l?d?l?d?u
1,?u?u?l?u?l?d?l?d
1,?u?u?l?u?l?d?d?w4
1,?u?u?l?u?l?d?d?u?l?w2?l?u?u?d
1,?u?u?l?u?l?d?d?d?w2
1,?u?u?l?u?l?d?d?d?s?d
1,?u?u?l?u?d?w4?u?l?u?d
1,?u?u?l?u?d?w2
1,?u?u?l?u?d?u?u?u?u?d
1,?u?u?l?u?d?u?u?u?u
1,?u?u?l?u?d?u?l?u
1,?u?u?l?u?d?u?d?u?d?u
1,?u?u?l?u?d?u?d?l?l?d
1,?u?u?l?u?d?s?s?l
1,?u?u?l?u?d?l?u?u?u?l?u?u?u?d?l?u?l?l?l?l
1,?u?u?l?u?d?l?u?u
1,?u?u?l?u?d?l?u?l
1,?u?u?l?u?d?l?l?u?l
1,?u?u?l?u?d?l?l?l
1,?u?u?l?u?d?l?d?l?l?l
1,?u?u?l?u?d?l?d?l
1,?u?u?l?u?d?l?d?d
1,?u?u?l?u?d?d?w3
1,?u?u?l?u?d?d?u?d?u?u?u
1,?u?u?l?u?d?d?d?w4
1,?u?u?l?u?d?d?d?u?d?u
1,?u?u?l?u?d?d?d?l
1,?u?u?l?u?d?d?d?d?d?d
1,?u?u?l?s?w4?d
1,?u?u?l?s?w3?l?w3
1,?u?u?l?s?w2?u
1,?u?u?l?s?w2?d?d
1,?u?u?l?s?w1
1,?u?u?l?s?u?w3
1,?u?u?l?s?u?w2?l?d?d
1,?u?u?l?s?u?w2?d?u
1,?u?u?l?s?u?u?u?w4?l?d?l?l
1,?u?u?l?s?u?u?u?u?u?u
1,?u?u?l?s?u?u?s
1,?u?u?l?s?u?u?l?d
1,?u?u?l?s?u?u?d?l?l
1,?u?u?l?s?u?u?d?d
1,?u?u?l?s?u?s?u?l?l
1,?u?u?l?s?u?l?w2
1,?u?u?l?s?u?l?l?l
1,?u?u?l?s?u?l?l
1,?u?u?l?s?u?d?d?d?d?d?l?l?u
1,?u?u?l?s?s?w4
1,?u?u?l?s?s?l?l?w2
1,?u?u?l?s?s?l?l?l?d
1,?u?u?l?s?s?l?l
1,?u?u?l?s?s?d?d?d?s?l
1,?u?u?l?s?s?d?d?d
1,?u?u?l?s?l?w4
1,?u?u?l?s?l?w2?d?d
1,?u?u?l?s?l?u?d?u
1,?u?u?l?s?l?s?d?w4?u?l?l?d
1,?u?u?l?s?l?l?l?w4
1,?u?u?l?s?l?l?l?w3
1,?u?u?l?s?l?l?l
1,?u?u?l?s?l?l?d?d?s
1,?u?u?l?s?l?l?d?d
1,?u?u?l?s?l?d?l?l
1,?u?u?l?s?l?d?d?d?d?s
1,?u?u?l?s?l?d?d?d?d
1,?u?u?l?s?l?d?d?d
1,?u?u?l?s?l
1,?u?u?l?s?d?w3?u
1,?u?u?l?s?d?w2
1,?u?u?l?s?d?u?l?u
1,?u?u?l?s?d?u?l
1,?u?u?l?s?d?l?l?u?d
1,?u?u?l?s?d?d?u?w2
1,?u?u?l?s?d?d?s?d?d
1,?u?u?l?s?d?d?l?l
1,?u?u?l?s?d?d?d?s
1,?u?u?l?s?d?d?d?d?l?d?s
1,?u?u?l?s?d?d?d?d?d?d?d?d
1,?u?u?l?s?d?d?d?d?d?d
1,?u?u?l?s?d?d?d
1,?u?u?l?l?w4?u?u?u?w2?s?d?d?u?u
1,?u?u?l?l?w4?d?d?s
1,?u?u?l?l?w3?w3
1,?u?u?l?l?w3?w2?l
1,?u?u?l?l?w3?w2?d?d
1,?u?u?l?l?w3?w2
1,?u?u?l?l?w3?u?l?w2
1,?u?u?l?l?w3?u?l?l?s
1,?u?u?l?l?w3?u?l?l?l?l?s
1,?u?u?l?l?w3?u
1,?u?u?l?l?w3?s?d?d?d?d
1,?u?u?l?l?w3?l?w4
1,?u?u?l?l?w3?l?w2
1,?u?u?l?l?w3?l?u?u
1,?u?u?l?l?w3?l?l?d?d?d?w2
1,?u?u?l?l?w3?l?l
1,?u?u?l?l?w3?d?w3
1,?u?u?l?l?w3?d?s?s
1,?u?u?l?l?w3?d?d?d?d
1,?u?u?l?l?w2?w4?w2
1,?u?u?l?l?w2?w4
1,?u?u?l?l?w2?w3?w2
1,?u?u?l?l?w2?w1
1,?u?u?l?l?w2?u?w2?d
1,?u?u?l?l?w2?u?u?w2?w4?d?d?d
1,?u?u?l?l?w2?u?u?u?u
1,?u?u?l?l?w2?u?u?l?l
1,?u?u?l?l?w2?u?l?d
1,?u?u?l?l?w2?u?d?d?d?d?d?d?d
1,?u?u?l?l?w2?u?d
1,?u?u?l?l?w2?s?s?u?l?w3
1,?u?u?l?l?w2?s?s?s?s
1,?u?u?l?l?w2?s?s?s
1,?u?u?l?l?w2?s?s?d
1,?u?u?l?l?w2?l?w4?s
1,?u?u?l?l?w2?l?u?u
1,?u?u?l?l?w2?l?u?d?d?d?d
1,?u?u?l?l?w2?l?l?w4
1,?u?u?l?l?w2?l?l?d
1,?u?u?l?l?w2?l?l
1,?u?u?l?l?w2?l?d?d?s?s
1,?u?u?l?l?w2?d?w2
1,?u?u?l?l?w2?d?l?l
1,?u?u?l?l?w2?d?d?w2
1,?u?u?l?l?w2?d?d?u?u?u
1,?u?u?l?l?w2?d?d?d?w1?l
1,?u?u?l?l?w2?d?d?d?d?d?d
1,?u?u?l?l?w2?d?d?d?d?d
1,?u?u?l?l?w1?u?u
1,?u?u?l?l?w1?d?d?d
1,?u?u?l?l?w1?d?d
1,?u?u?l?l?u?w3?s
1,?u?u?l?l?u?w3?l
1,?u?u?l?l?u?w3
1,?u?u?l?l?u?w2?u
1,?u?u?l?l?u?w2?s
1,?u?u?l?l?u?w2?d?u?l?l
1,?u?u?l?l?u?w2?d?s
1,?u?u?l?l?u?w2?d?d?d
1,?u?u?l?l?u?w1?s
1,?u?u?l?l?u?u?w4?d
1,?u?u?l?l?u?u?w3?w3?l
1,?u?u?l?l?u?u?w3?d?s
1,?u?u?l?l?u?u?w3
1,?u?u?l?l?u?u?w2?w2
1,?u?u?l?l?u?u?w2?u?u?w2?d
1,?u?u?l?l?u?u?w2?u?l?u
1,?u?u?l?l?u?u?w2?s?w2?d
1,?u?u?l?l?u?u?w2?s?s
1,?u?u?l?l?u?u?w2?d?u?l?w3
1,?u?u?l?l?u?u?w2?d?s
1,?u?u?l?l?u?u?w2?d
1,?u?u?l?l?u?u?u?w2?d?d?d?d
1,?u?u?l?l?u?u?u?u?u
1,?u?u?l?l?u?u?u?s?w3
1,?u?u?l?l?u?u?u?l?u?d
1,?u?u?l?l?u?u?u?l?l
1,?u?u?l?l?u?u?u?l?d?d?d?d?d?s?d?s
1,?u?u?l?l?u?u?u?d?d?d?d
1,?u?u?l?l?u?u?s?s
1,?u?u?l?l?u?u?s?l
1,?u?u?l?l?u?u?l?w2?l?l?u?l
1,?u?u?l?l?u?u?l?u?u?l?w2
1,?u?u?l?l?u?u?l?u?u?l?u?l?w2
1,?u?u?l?l?u?u?l?u?u?l?l
1,?u?u?l?l?u?u?l?u?u
1,?u?u?l?l?u?u?l?u?d?d
1,?u?u?l?l?u?u?l?s?d
1,?u?u?l?l?u?u?l?s
1,?u?u?l?l?u?u?l?l?w4?d
1,?u?u?l?l?u?u?l?l?u?u?w2
1,?u?u?l?l?u?u?l?l?u?u?u?d?d
1,?u?u?l?l?u?u?l?l?u?u?s?s
1,?u?u?l?l?u?u?l?l?u?u?l?l?u?u?l?l?u?u
1,?u?u?l?l?u?u?l?l?u?u?l?l?d?s?s
1,?u?u?l?l?u?u?l?l?u?u?l?l?d?d
1,?u?u?l?l?u?u?l?l?u?u?l
1,?u?u?l?l?u?u?l?l?u?u?d?d?d?d?d
1,?u?u?l?l?u?u?l?l?u?u?d?d?d
1,?u?u?l?l?u?u?l?l?u?d?d
1,?u?u?l?l?u?u?l?l?u?d
1,?u?u?l?l?u?u?l?l?s?d?s?d
1,?u?u?l?l?u?u?l?l?l?u
1,?u?u?l?l?u?u?l?l?d?s
1,?u?u?l?l?u?u?l?l?d?d?s?s
1,?u?u?l?l?u?u?l?l?d?d?d?d?d?d
1,?u?u?l?l?u?u?l?l?d?d?d?d
1,?u?u?l?l?u?u?l?l?d?d?d
1,?u?u?l?l?u?u?l?d?s?s
1,?u?u?l?l?u?u?d?u?u?u?u?u
1,?u?u?l?l?u?u?d?u?u?d
1,?u?u?l?l?u?u?d?s?l
1,?u?u?l?l?u?u?d?s?d?d
1,?u?u?l?l?u?u?d?d?w2?d?d?s?s
1,?u?u?l?l?u?u?d?d?u?u?l?l
1,?u?u?l?l?u?u?d?d?s?s
1,?u?u?l?l?u?u?d?d?d?d?d?d?d?d
1,?u?u?l?l?u?u?d?d?d?d?d
1,?u?u?l?l?u?s?w4
1,?u?u?l?l?u?s?u?s
1,?u?u?l?l?u?s?u?l?u?l
1,?u?u?l?l?u?s?u?d?d?d
1,?u?u?l?l?u?s?u
1,?u?u?l?l?u?s?s?s?d?l?l?u?d?l?d?u?l?l
1,?u?u?l?l?u?s?d?d?d?d?d?d?w2
1,?u?u?l?l?u?s?d?d?d
1,?u?u?l?l?u?l?w3?s?s
1,?u?u?l?l?u?l?w2?w4?d
1,?u?u?l?l?u?l?w2?w3
1,?u?u?l?l?u?l?w2?u?l?l?l
1,?u?u?l?l?u?l?w2?d
1,?u?u?l?l?u?l?u?w2?d?d?d
1,?u?u?l?l?u?l?u?w2
1,?u?u?l?l?u?l?u?u?u?l?l?u?d?d?d?d
1,?u?u?l?l?u?l?u?u?u?l?l
1,?u?u?l?l?u?l?u?u?u
1,?u?u?l?l?u?l?u?u?l?u?l?l
1,?u?u?l?l?u?l?u?u?l?s
1,?u?u?l?l?u?l?u?u?l?d
1,?u?u?l?l?u?l?u?l?u?u?u?u?u
1,?u?u?l?l?u?l?u?l?u?u?l?u?w2
1,?u?u?l?l?u?l?u?l?u?l?s
1,?u?u?l?l?u?l?u?l?u?l
1,?u?u?l?l?u?l?u?l?l?u?l?l
1,?u?u?l?l?u?l?u?l?l?u
1,?u?u?l?l?u?l?u?l?l?s?s
1,?u?u?l?l?u?l?u?l?l?l?u?u
1,?u?u?l?l?u?l?u?l?l?l?l?u?s
1,?u?u?l?l?u?l?u?l?d?d?d?d
1,?u?u?l?l?u?l?u?l?d?d
1,?u?u?l?l?u?l?u?d?l
1,?u?u?l?l?u?l?u?d
1,?u?u?l?l?u?l?u
1,?u?u?l?l?u?l?s?u?l?u?s?l?u?u
1,?u?u?l?l?u?l?s?d?d
1,?u?u?l?l?u?l?s
1,?u?u?l?l?u?l?l?w4?d?d
1,?u?u?l?l?u?l?l?w2?u
1,?u?u?l?l?u?l?l?u?w2
1,?u?u?l?l?u?l?l?u?u?u?w4
1,?u?u?l?l?u?l?l?u?u
1,?u?u?l?l?u?l?l?l?w4
1,?u?u?l?l?u?l?l?l?s?s
1,?u?u?l?l?u?l?l?l?s
1,?u?u?l?l?u?l?l?l?l
1,?u?u?l?l?u?l?l?l?d?l?l?l?u
1,?u?u?l?l?u?l?l?d?w2
1,?u?u?l?l?u?l?l?d?d?d?d?u
1,?u?u?l?l?u?l?l?d?d?d?d
1,?u?u?l?l?u?l?d?s?u
1,?u?u?l?l?u?l?d?s
1,?u?u?l?l?u?l?d?d?l?l?u?u
1,?u?u?l?l?u?l?d?d?d?d
1,?u?u?l?l?u?l?d?d?d
1,?u?u?l?l?u?d?w2?u?l?l?u
1,?u?u?l?l?u?d?u?u?u?u
1,?u?u?l?l?u?d?u?l?l?l
1,?u?u?l?l?u?d?u?l?d
1,?u?u?l?l?u?d?u?d?d?d
1,?u?u?l?l?u?d?u?d
1,?u?u?l?l?u?d?l?l?u?u
1,?u?u?l?l?u?d?l?l?l?u?l?u
1,?u?u?l?l?u?d?l?d?d?l?u?d?s?l?l
1,?u?u?l?l?u?d?l?d?d
1,?u?u?l?l?u?d?l
1,?u?u?l?l?u?d?d?l?u
1,?u?u?l?l?u?d?d?d?d?d
1,?u?u?l?l?u?d?d?d?d
1,?u?u?l?l?s?w3?d?d
1,?u?u?l?l?s?w2?s?w2
1,?u?u?l?l?s?w1?u?l?u
1,?u?u?l?l?s?w1
1,?u?u?l?l?s?u?w2
1,?u?u?l?l?s?u?u?w4?d?d?d
1,?u?u?l?l?s?u?u?s?l?l
1,?u?u?l?l?s?u?u?d
1,?u?u?l?l?s?u?l?l?w3
1,?u?u?l?l?s?u?l?l?s?u
1,?u?u?l?l?s?u?l?l?l?l
1,?u?u?l?l?s?u?l?l
1,?u?u?l?l?s?u
1,?u?u?l?l?s?s?w3?d?d
1,?u?u?l?l?s?s?w2?w2
1,?u?u?l?l?s?s?w2?d?d
1,?u?u?l?l?s?s?u?u
1,?u?u?l?l?s?s?u?d?d?d?d?d
1,?u?u?l?l?s?s?s?w1
1,?u?u?l?l?s?s?s?u?l
1,?u?u?l?l?s?s?s?s?d?d
1,?u?u?l?l?s?s?l?l?d?d
1,?u?u?l?l?s?s?l?d?d
1,?u?u?l?l?s?s?d?u
1,?u?u?l?l?s?s?d?d?u?u
1,?u?u?l?l?s?s?d?d?u
1,?u?u?l?l?s?s?d?d?d?d?s?s
1,?u?u?l?l?s?l?w4
1,?u?u?l?l?s?l?w3
1,?u?u?l?l?s?l?u?d?s?d?d
1,?u?u?l?l?s?l?s?s?d?d
1,?u?u?l?l?s?l?s?d?d?l
1,?u?u?l?l?s?l?l?s?d?d
1,?u?u?l?l?s?l?l?l
1,?u?u?l?l?s?l?l
1,?u?u?l?l?s?d?u
1,?u?u?l?l?s?d?s
1,?u?u?l?l?s?d?l?d?l?s
1,?u?u?l?l?s?d?d?s?w2
1,?u?u?l?l?s?d?d?l?s
1,?u?u?l?l?s?d?d?l
1,?u?u?l?l?s?d?d?d?s
1,?u?u?l?l?s?d?d?d?d?u?u?w2
1,?u?u?l?l?l?w3?l?d?d
1,?u?u?l?l?l?w3?d?d?s?s
1,?u?u?l?l?l?w3?d?d?d?l?l
1,?u?u?l?l?l?w3?d?d?d
1,?u?u?l?l?l?w2?w2
1,?u?u?l?l?l?w2?l?w3?s
1,?u?u?l?l?l?w2?l?l?l?u?u
1,?u?u?l?l?l?w2?l?l
1,?u?u?l?l?l?w2?d?d?d?d?d?d
1,?u?u?l?l?l?w2?d?d?d
1,?u?u?l?l?l?u?w2?l
1,?u?u?l?l?l?u?w2?d
1,?u?u?l?l?l?u?u?w4?d?d
1,?u?u?l?l?l?u?u?w3?s
1,?u?u?l?l?l?u?u?w3
1,?u?u?l?l?l?u?u?w2?d?d
1,?u?u?l?l?l?u?u?u?u?u?w2?l?l?d?d
1,?u?u?l?l?l?u?u?u?u
1,?u?u?l?l?l?u?u?u?s
1,?u?u?l?l?l?u?u?u?l?u?u?u?u
1,?u?u?l?l?l?u?u?u?l?d?d?d?d
1,?u?u?l?l?l?u?u?u?d?s
1,?u?u?l?l?l?u?u?u?d?d
1,?u?u?l?l?l?u?u?l?l
1,?u?u?l?l?l?u?u?l?d?l
1,?u?u?l?l?l?u?u?d?d?d?d
1,?u?u?l?l?l?u?u?d?d?d
1,?u?u?l?l?l?u?u?d
1,?u?u?l?l?l?u?s?d?d?d?d?s
1,?u?u?l?l?l?u?l?l?u?u
1,?u?u?l?l?l?u?l?l?u?s
1,?u?u?l?l?l?u?l?l?s?d
1,?u?u?l?l?l?u?l?l?s
1,?u?u?l?l?l?u?l?l?l?u?l
1,?u?u?l?l?l?u?l?l?l?l?w2
1,?u?u?l?l?l?u?l?l?l
1,?u?u?l?l?l?u?l?l?d
1,?u?u?l?l?l?u?d?d?u
1,?u?u?l?l?l?u?d?d?s?s
1,?u?u?l?l?l?u?d?d?s?d?d
1,?u?u?l?l?l?u?d?d?d?d
1,?u?u?l?l?l?s?w2?l
1,?u?u?l?l?l?s?u?u?l?u?l?l
1,?u?u?l?l?l?s?u?s?u
1,?u?u?l?l?l?s?s?s?s?s?d?d
1,?u?u?l?l?l?s?s?d?d
1,?u?u?l?l?l?s?l?l
1,?u?u?l?l?l?s?d?d?d?s
1,?u?u?l?l?l?s?d?d?d?d?s
1,?u?u?l?l?l?l?w3?w3?d?d
1,?u?u?l?l?l?l?w3?w2
1,?u?u?l?l?l?l?w2?s?s
1,?u?u?l?l?l?l?w2?s
1,?u?u?l?l?l?l?w2?l?l?d
1,?u?u?l?l?l?l?u?u?d?d
1,?u?u?l?l?l?l?u?l?u?l
1,?u?u?l?l?l?l?u?l?u?d?d
1,?u?u?l?l?l?l?u?l?l?l?l?l?l
1,?u?u?l?l?l?l?u?l?d?d
1,?u?u?l?l?l?l?s?w3?w3?w3
1,?u?u?l?l?l?l?s?s?d
1,?u?u?l?l?l?l?s?s
1,?u?u?l?l?l?l?s?d?s?d
1,?u?u?l?l?l?l?s?d?d?d
1,?u?u?l?l?l?l?l?w3?l?l?l?w4
1,?u?u?l?l?l?l?l?w3?d?d?d
1,?u?u?l?l?l?l?l?w2?w3
1,?u?u?l?l?l?l?l?w2?d
1,?u?u?l?l?l?l?l?w2
1,?u?u?l?l?l?l?l?u?s
1,?u?u?l?l?l?l?l?u?l
1,?u?u?l?l?l?l?l?u?d?d?d?d
1,?u?u?l?l?l?l?l?s?s
1,?u?u?l?l?l?l?l?s?d?d
1,?u?u?l?l?l?l?l?s
1,?u?u?l?l?l?l?l?l?w2?s
1,?u?u?l?l?l?l?l?l?w2
1,?u?u?l?l?l?l?l?l?l?u?u
1,?u?u?l?l?l?l?l?l?l?l?l?l?d?d?d
1,?u?u?l?l?l?l?l?l?l?d?d
1,?u?u?l?l?l?l?l?l?d?s
1,?u?u?l?l?l?l?l?l?d?d?u?u
1,?u?u?l?l?l?l?l?l?d?d?s
1,?u?u?l?l?l?l?l?d?l?d?l?d
1,?u?u?l?l?l?l?d?u?u?l?l
1,?u?u?l?l?l?l?d?u?u
1,?u?u?l?l?l?l?d?u?d?d?d
1,?u?u?l?l?l?l?d?s?d?s
1,?u?u?l?l?l?l?d?l
